STAT_CODE,STAT_NAME,GRP_CODE,GRP_NAME,ITEM_CODE,ITEM_NAME,P_ITEM_CODE,P_ITEM_NAME,CYCLE,START_TIME,END_TIME,DATA_CNT,UNIT_NAME,WEIGHT
501Y005,"5.1.2.1. 성장성 지표(제10차 한국표준산업분류, 2009~)",Group1,업종코드,C107,C107 기타 식품,C10,C10 식료품,A,2010,2023,84,,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE1,산업별대출금,,,A,2008,2023,16,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE1,산업별대출금,,,Q,2008Q1,2024Q3,67,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE13M,산업용 기계 및 장비 수리업,BDHE13,제조업,A,2017,2023,7,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE13M,산업용 기계 및 장비 수리업,BDHE13,제조업,Q,2017Q4,2024Q3,28,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE12,광업,BDHE1,산업별대출금,A,2008,2023,16,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE12,광업,BDHE1,산업별대출금,Q,2008Q1,2024Q3,67,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE13,제조업,BDHE1,산업별대출금,A,2008,2023,16,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE13,제조업,BDHE1,산업별대출금,Q,2008Q1,2024Q3,67,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE131,식료품 및 음료,BDHE13,제조업,A,2008,2023,16,십억원 ,
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Group1,계정항목,BDHE131,식료품 및 음료,BDHE13,제조업,Q,2008Q1,2024Q3,67,십억원 ,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,ZZZ00,전산업,,,A,2015,2016,84,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,A01,A01 농업,,,A,2015,2016,84,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,A03,A03 어업,,,A,2015,2016,84,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,B,B 광업,,,A,2015,2016,84,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,C,C 제조업,,,A,2015,2016,84,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,C10,C10 식료품,C,C 제조업,A,2015,2016,84,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,C104,"C101-4 고기, 과실, 채소 및 유지 가공업",C10,C10 식료품,A,2015,2016,28,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,C105,C105 낙농제품 및 식용빙과류,C10,C10 식료품,A,2015,2016,28,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,C108,"C106,8 곡물가공품, 전분제품, 사료 및 조제식품",C10,C10 식료품,A,2015,2016,28,,
501Y068,"5.6.2. 이익잉여금 처분계산서(중소기업기본법, 2015~2016)",Group1,업종코드,C107,C107 기타 식품,C10,C10 식료품,A,2015,2016,28,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,ZZZ00,전산업,,,A,2016,2016,110,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,A01,A01 농업,,,A,2016,2016,35,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,A03,A03 어업,,,A,2016,2016,35,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,B,B 광업,,,A,2016,2016,30,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,C,C 제조업,,,A,2016,2016,125,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,C10,C10 식료품,C,C 제조업,A,2016,2016,75,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,C11,C11 음료,C,C 제조업,A,2016,2016,55,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,C13,C13 섬유제품(의복제외),C,C 제조업,A,2016,2016,65,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,C14,"C14 의복, 의복액세서리 및 모피제품 ",C,C 제조업,A,2016,2016,40,,
503Y039,5.9.2.5. 생산성 지표,Group1,업종코드,C15,"C15 가죽, 가방 및 신발 ",C,C 제조업,A,2016,2016,45,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,ZZZ00,전산업,,,A,2002,2006,30,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,B,B 어업,,,A,1998,2006,54,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,C,C 광업,,,A,1998,2006,54,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D,D 제조업,,,A,1998,2006,162,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D15,D15 음식료품,D,D 제조업,A,1998,2006,162,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D151,"D151 고기, 과실, 채소 및 유지가공업",D15,D15 음식료품,A,1998,2006,54,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D152,D152 낙농제품 및 아이스크림,D15,D15 음식료품,A,1998,2006,54,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D153,"D153 곡물가공품, 전분 및 사료",D15,D15 음식료품,A,1998,2006,54,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D154,D154 기타 식품,D15,D15 음식료품,A,1998,2006,54,,
501Y077,"5.7.6. 부가가치 구성(1998~2006, 표본조사)",Group1,업종코드,D1541,D1541 빵류및 곡분과자,D154,D154 기타 식품,A,1998,2006,54,,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,11101,경상계정잉여(A),,,A,1970,2023,54,십억원 ,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,12101,순자본이전(B),,,A,1970,2023,54,십억원 ,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,121011,(-)비생산 비금융자산의 순취득(C),,,A,1970,2023,54,십억원 ,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,13101,오차 및 누락(D=E-(A+B-C)),,,A,1970,2023,54,십억원 ,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,14101,자금과부족(E=F-G),,,A,1970,2023,54,십억원 ,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,15101,국외금융자산순증(F),,,A,1970,2023,54,십억원 ,
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",Group1,계정항목,16101,국외부채순증(G),,,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10106,국내총생산,,,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10101,피용자보수,10106,국내총생산,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10102,영업잉여,10106,국내총생산,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10103,고정자본소모,10106,국내총생산,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10104,생산 및 수입세,10106,국내총생산,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10105,(공제)보조금,10106,국내총생산,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10114,국내총생산에대한지출,,,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10107,민간최종소비지출,10114,국내총생산에대한지출,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10108,정부최종소비지출,10114,국내총생산에대한지출,A,1970,2023,54,십억원 ,
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",Group1,계정항목,10109,총고정자본형성,10114,국내총생산에대한지출,A,1970,2023,54,십억원 ,
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,*AA,총지수,,,A,1971,2023,159,2020=100,1000.000
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,*AA,총지수,,,M,197101,202411,1941,2020=100,1000.000
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,*AA,총지수,,,Q,1971Q1,2024Q3,645,2020=100,1000.000
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001011AA,원재료농산물,100101AA,원재료농림수산품,A,2010,2023,42,2020=100,16.100
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001011AA,원재료농산물,100101AA,원재료농림수산품,M,201001,202411,537,2020=100,16.100
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001011AA,원재료농산물,100101AA,원재료농림수산품,Q,2010Q1,2024Q3,177,2020=100,16.100
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001012AA,원재료축산물,100101AA,원재료농림수산품,A,2010,2023,42,2020=100,7.800
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001012AA,원재료축산물,100101AA,원재료농림수산품,M,201001,202411,537,2020=100,7.800
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001012AA,원재료축산물,100101AA,원재료농림수산품,Q,2010Q1,2024Q3,177,2020=100,7.800
401Y018,4.3.2.4. 수입물가지수(용도별),Group1,계정코드,1001013AA,원재료임산물,100101AA,원재료농림수산품,A,2010,2023,42,2020=100,1.100
901Y025,8.3.7. 제조업 평균가동률,Group1,계정항목,I31A,제조업,,,A,1980,2023,44,% ,
901Y025,8.3.7. 제조업 평균가동률,Group1,계정항목,I31A,제조업,,,M,198001,202411,539,% ,
901Y025,8.3.7. 제조업 평균가동률,Group1,계정항목,I31A,제조업,,,Q,1980Q1,2024Q3,179,% ,
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,402AA,식료품이외,499AA,식료품구분,A,2000,2023,72,2020=100,926.1
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,402AA,식료품이외,499AA,식료품구분,M,200001,202411,897,2020=100,926.1
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,402AA,식료품이외,499AA,식료품구분,Q,2000Q1,2024Q3,297,2020=100,926.1
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,501AA,에너지,599AA,에너지구분,A,2000,2023,72,2020=100,281.4
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,501AA,에너지,599AA,에너지구분,M,200001,202411,897,2020=100,281.4
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,501AA,에너지,599AA,에너지구분,Q,2000Q1,2024Q3,297,2020=100,281.4
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,502AA,에너지이외,599AA,에너지구분,A,2000,2023,72,2020=100,718.6
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,502AA,에너지이외,599AA,에너지구분,M,200001,202411,897,2020=100,718.6
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,502AA,에너지이외,599AA,에너지구분,Q,2000Q1,2024Q3,297,2020=100,718.6
401Y016,4.3.2.2. 수입물가지수(특수분류),Group1,계정코드,601AA,IT,699AA,IT구분,A,2000,2023,72,2020=100,132.7
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group1,항목,T01,전가구 평균(만원),,,A,2017,2024,5184,만원 ,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group1,항목,T03,보유가구 중앙값(만원),,,A,2017,2024,5184,만원 ,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group1,항목,T04,보유가구 비율(%),,,A,2017,2024,5184,% ,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group2,부채보유 여부별,A0100,전체,,,A,2017,2024,5184,,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group2,부채보유 여부별,A0101,부채 보유,,,A,2017,2024,5184,,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group2,부채보유 여부별,A0102,부채 미보유,,,A,2017,2024,5184,,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group3,가구원수별,B0600,전체,,,A,2017,2024,2592,,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group3,가구원수별,B0601,1인,,,A,2017,2024,2592,,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group3,가구원수별,B0602,2인,,,A,2017,2024,2592,,
903Y204,"8.7.1.4. 가구원수별 자산, 부채, 소득 현황(2017~)",Group3,가구원수별,B0603,3인,,,A,2017,2024,2592,,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,201000,1. 통화,200000,합계,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,207000,7. 유가증권,200000,합계,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,212000,12. 기타대출금,200000,합계,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,200000,합계,,,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,201010, (1) 현금통화,201000,1. 통화,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,201020, (2) 통화성예금,201000,1. 통화,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,202000,2. 한은예수금,200000,합계,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,203000,3. 저축성예금,200000,합계,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,204000,4. 보험,200000,합계,A,1962,1970,342,십억원 ,
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),Group1,계정항목,205000,5. 신탁,200000,합계,A,1962,1970,342,십억원 ,
731Y004,3.1.2.1. 주요국 통화의 대원화환율,Group1,계정항목,0000001,원/미국달러(매매기준율),,,A,1964,2024,122,원 ,
731Y004,3.1.2.1. 주요국 통화의 대원화환율,Group1,계정항목,0000001,원/미국달러(매매기준율),,,M,196405,202412,1456,원 ,
